type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2025-12-15 09:14:21,12.92550548,77.49945797,4.37,707.686,,6.300,48,27,49,20251215-144421,GPS Logger: 20251215-144421 - EL2
T,2025-12-15 09:14:22,12.92554745,77.49951107,4.53,708.102,,6.830,47,28,49,,
T,2025-12-15 09:14:23,12.92558944,77.49955233,4.74,708.303,,6.740,46,30,49,,
T,2025-12-15 09:14:24,12.92563237,77.49960519,4.32,708.154,,7.600,49,30,49,,
T,2025-12-15 09:14:25,12.92567859,77.49965025,4.20,708.405,,7.420,48,30,49,,
T,2025-12-15 09:14:26,12.92572547,77.49969968,4.01,707.716,,8.430,45,19,49,,
T,2025-12-15 09:14:27,12.92577563,77.49975336,3.79,707.401,,8.290,49,19,49,,
T,2025-12-15 09:14:28,12.92582355,77.49981215,3.79,708.259,,8.390,48,20,50,,
T,2025-12-15 09:14:29,12.92587095,77.49986388,3.79,708.108,,8.250,49,21,50,,
T,2025-12-15 09:14:30,12.92592238,77.49993617,3.79,707.135,,8.760,61,21,50,,
T,2025-12-15 09:14:31,12.92596226,77.49998620,3.79,706.266,,8.400,52,21,50,,
T,2025-12-15 09:14:32,12.92601400,77.50004261,3.79,708.873,,8.350,53,22,50,,
T,2025-12-15 09:14:33,12.92607498,77.50011034,3.79,710.915,,8.770,52,30,50,,
T,2025-12-15 09:14:34,12.92612603,77.50016342,3.79,713.423,,8.930,53,30,50,,
T,2025-12-15 09:14:35,12.92617781,77.50022596,3.79,714.248,,8.900,52,29,50,,
T,2025-12-15 09:14:36,12.92623070,77.50028382,3.79,714.290,,8.900,53,30,50,,
T,2025-12-15 09:14:37,12.92628315,77.50035324,3.79,713.855,,8.960,53,29,50,,
T,2025-12-15 09:14:38,12.92633728,77.50043079,3.79,714.273,,9.140,54,30,50,,
T,2025-12-15 09:14:39,12.92638102,77.50049267,3.79,714.183,,9.310,58,30,50,,
T,2025-12-15 09:14:40,12.92642794,77.50055719,3.79,714.039,,9.270,57,29,50,,
T,2025-12-15 09:14:41,12.92647897,77.50062700,3.79,712.906,,9.810,58,30,50,,
T,2025-12-15 09:14:42,12.92653046,77.50069754,3.79,712.403,,9.820,57,29,50,,
T,2025-12-15 09:14:43,12.92658282,77.50077396,3.79,711.918,,10.240,56,29,50,,
T,2025-12-15 09:14:44,12.92663785,77.50084649,3.79,711.487,,10.490,56,27,50,,
T,2025-12-15 09:14:45,12.92670039,77.50092743,3.79,710.412,,10.450,56,27,50,,
T,2025-12-15 09:14:46,12.92675303,77.50100795,3.79,709.853,,10.690,60,19,50,,
T,2025-12-15 09:14:47,12.92680841,77.50107267,3.79,708.968,,10.420,55,19,50,,
T,2025-12-15 09:14:48,12.92686158,77.50115009,3.79,709.014,,10.400,53,20,50,,
T,2025-12-15 09:14:49,12.92691425,77.50122525,3.79,709.182,,10.450,56,21,50,,
T,2025-12-15 09:14:50,12.92697144,77.50131596,3.79,709.197,,10.590,50,21,50,,
T,2025-12-15 09:14:51,12.92702559,77.50139516,3.79,710.469,,10.590,53,32,50,,
T,2025-12-15 09:14:52,12.92708136,77.50147933,3.79,710.719,,10.650,59,33,50,,
T,2025-12-15 09:14:53,12.92713236,77.50155883,3.79,710.787,,10.500,61,32,50,,
T,2025-12-15 09:14:54,12.92718437,77.50163119,3.79,710.717,,10.500,57,32,50,,
T,2025-12-15 09:14:55,12.92724386,77.50171337,3.79,710.507,,10.520,55,31,50,,
T,2025-12-15 09:14:56,12.92730050,77.50179827,3.79,710.673,,10.540,54,31,50,,
T,2025-12-15 09:14:57,12.92735140,77.50187723,3.79,711.153,,10.380,54,32,50,,
T,2025-12-15 09:14:58,12.92740523,77.50195692,3.79,710.921,,10.710,53,32,50,,
T,2025-12-15 09:14:59,12.92746275,77.50204078,3.79,710.638,,11.030,44,32,50,,
T,2025-12-15 09:15:00,12.92752394,77.50211664,3.90,710.575,,11.110,34,32,50,,
T,2025-12-15 09:15:01,12.92757321,77.50218027,4.14,710.339,,10.020,32,32,50,,
T,2025-12-15 09:15:02,12.92762718,77.50226267,4.13,710.025,,10.600,33,32,50,,
T,2025-12-15 09:15:03,12.92769143,77.50233177,4.12,710.375,,10.320,33,15,50,,
T,2025-12-15 09:15:04,12.92775818,77.50239468,4.23,709.369,,10.280,48,15,50,,
T,2025-12-15 09:15:05,12.92781789,77.50246467,4.22,708.815,,10.380,33,15,50,,
T,2025-12-15 09:15:06,12.92788627,77.50252441,4.23,709.943,,10.050,39,15,50,,
T,2025-12-15 09:15:07,12.92795285,77.50258485,4.31,710.074,,10.160,38,15,50,,
T,2025-12-15 09:15:08,12.92802000,77.50265561,3.86,711.452,,10.220,41,15,50,,
T,2025-12-15 09:15:09,12.92808967,77.50271930,3.96,711.492,,10.220,41,31,50,,
T,2025-12-15 09:15:10,12.92815996,77.50277853,4.28,711.827,,10.200,40,31,50,,
T,2025-12-15 09:15:11,12.92822938,77.50284355,4.22,711.148,,10.060,49,30,50,,
T,2025-12-15 09:15:12,12.92829886,77.50290112,4.23,711.990,,10.510,40,30,50,,
T,2025-12-15 09:15:13,12.92837447,77.50296332,3.81,713.115,,10.680,42,30,50,,
T,2025-12-15 09:15:14,12.92844966,77.50302324,3.83,712.977,,10.630,41,34,50,,
T,2025-12-15 09:15:15,12.92852342,77.50308808,3.87,712.813,,10.970,41,33,50,,
T,2025-12-15 09:15:16,12.92860417,77.50315954,3.79,713.033,,10.920,43,33,50,,
T,2025-12-15 09:15:17,12.92868279,77.50322035,3.79,713.470,,11.000,44,32,50,,
T,2025-12-15 09:15:18,12.92875843,77.50329270,3.79,713.563,,10.830,49,34,50,,
T,2025-12-15 09:15:19,12.92882781,77.50336398,9.94,713.965,,10.980,51,34,50,,
T,2025-12-15 09:15:20,12.92890570,77.50344619,9.94,714.570,,11.130,51,31,50,,
T,2025-12-15 09:15:21,12.92897568,77.50352152,9.94,714.244,,10.790,55,32,50,,
T,2025-12-15 09:15:22,12.92903245,77.50360196,9.94,713.608,,10.790,58,32,50,,
T,2025-12-15 09:15:23,12.92908801,77.50368369,9.94,712.677,,10.810,61,33,50,,
T,2025-12-15 09:15:24,12.92913637,77.50376935,9.94,711.746,,10.980,64,32,50,,
T,2025-12-15 09:15:25,12.92917816,77.50385775,9.94,711.940,,10.790,71,32,50,,
T,2025-12-15 09:15:26,12.92923224,77.50396722,9.94,710.934,,11.360,68,34,50,,
T,2025-12-15 09:15:27,12.92926710,77.50404962,9.94,710.444,,10.120,74,33,50,,
T,2025-12-15 09:15:28,12.92929986,77.50414258,9.94,710.199,,10.490,71,34,50,,
T,2025-12-15 09:15:29,12.92933200,77.50423986,9.94,708.992,,10.730,73,34,50,,
T,2025-12-15 09:15:30,12.92935959,77.50433428,9.94,709.610,,10.760,71,32,50,,
T,2025-12-15 09:15:31,12.92939069,77.50442239,9.94,709.037,,10.500,69,30,50,,
T,2025-12-15 09:15:32,12.92941907,77.50451139,3.79,708.964,,10.770,70,30,50,,
T,2025-12-15 09:15:33,12.92944946,77.50460341,3.79,708.523,,10.650,66,30,50,,
T,2025-12-15 09:15:34,12.92947894,77.50469422,3.79,708.149,,10.660,68,27,50,,
T,2025-12-15 09:15:35,12.92950835,77.50478847,3.79,709.281,,10.740,66,27,49,,
T,2025-12-15 09:15:36,12.92954157,77.50488187,3.79,708.754,,10.760,65,26,49,,
T,2025-12-15 09:15:37,12.92957809,77.50497824,3.79,709.069,,11.130,63,25,49,,
T,2025-12-15 09:15:38,12.92962545,77.50507678,3.79,708.825,,11.660,61,23,49,,
T,2025-12-15 09:15:39,12.92968166,77.50516877,3.79,708.671,,11.660,56,25,49,,
T,2025-12-15 09:15:40,12.92973339,77.50526816,3.93,708.992,,11.930,53,23,49,,
T,2025-12-15 09:15:41,12.92980400,77.50536327,4.04,708.590,,12.380,50,15,49,,
T,2025-12-15 09:15:42,12.92987902,77.50544166,3.94,709.703,,12.380,47,14,49,,
T,2025-12-15 09:15:43,12.92994896,77.50552955,3.82,709.585,,11.970,43,14,49,,
T,2025-12-15 09:15:44,12.93002456,77.50560194,3.79,710.056,,11.910,40,14,49,,
T,2025-12-15 09:15:45,12.93010654,77.50567291,3.79,709.721,,12.130,39,14,49,,
T,2025-12-15 09:15:46,12.93018701,77.50573339,3.79,710.713,,11.680,37,14,49,,
T,2025-12-15 09:15:47,12.93027423,77.50579675,4.03,709.733,,11.370,35,14,49,,
T,2025-12-15 09:15:48,12.93035173,77.50583466,3.79,710.094,,10.940,40,14,49,,
T,2025-12-15 09:15:49,12.93043007,77.50587780,3.79,710.575,,10.440,38,32,49,,
T,2025-12-15 09:15:50,12.93051614,77.50592206,3.79,711.355,,10.010,36,32,49,,
T,2025-12-15 09:15:51,12.93059673,77.50597170,3.88,711.468,,9.870,31,33,49,,
T,2025-12-15 09:15:52,12.93067254,77.50601227,3.93,711.506,,9.900,30,33,49,,
T,2025-12-15 09:15:53,12.93074941,77.50605508,4.12,712.293,,9.480,31,33,49,,
T,2025-12-15 09:15:54,12.93081638,77.50608638,3.97,713.140,,9.010,28,35,49,,
T,2025-12-15 09:15:55,12.93088108,77.50611649,3.96,713.239,,8.220,29,34,49,,
T,2025-12-15 09:15:56,12.93094387,77.50614458,3.92,713.842,,7.520,33,34,49,,
T,2025-12-15 09:15:57,12.93099140,77.50617395,3.79,713.148,,5.890,38,34,49,,
T,2025-12-15 09:15:58,12.93102430,77.50620654,3.79,712.389,,4.110,43,37,49,,
T,2025-12-15 09:15:59,12.93104215,77.50621038,3.79,713.337,,2.140,45,37,49,,
T,2025-12-15 09:16:00,12.93104919,77.50621934,3.79,714.099,,0.630,48,36,49,,
T,2025-12-15 09:16:01,12.93105026,77.50621560,3.79,713.921,,0.000,,36,49,,
T,2025-12-15 09:16:02,12.93105060,77.50621272,3.79,713.401,,0.000,,36,49,,
T,2025-12-15 09:16:03,12.93105431,77.50621352,3.79,713.742,,0.000,,36,49,,
T,2025-12-15 09:16:04,12.93105718,77.50621024,4.45,714.136,,0.000,,35,49,,
T,2025-12-15 09:16:05,12.93105793,77.50620788,4.45,714.465,,0.000,,36,49,,
T,2025-12-15 09:16:06,12.93105891,77.50620755,4.46,714.580,,0.000,,36,49,,
T,2025-12-15 09:16:07,12.93105895,77.50620705,4.34,713.144,,0.000,,36,49,,
T,2025-12-15 09:16:08,12.93105838,77.50620677,4.31,714.118,,0.000,,36,49,,
T,2025-12-15 09:16:09,12.93105801,77.50620717,4.54,714.623,,0.000,,36,49,,
T,2025-12-15 09:16:10,12.93105910,77.50620792,4.84,714.886,,0.000,,37,49,,
T,2025-12-15 09:16:11,12.93107794,77.50622159,4.24,716.095,,1.830,69,36,49,,
T,2025-12-15 09:16:12,12.93109533,77.50624230,3.79,715.563,,2.190,76,35,49,,
T,2025-12-15 09:16:13,12.93110977,77.50626593,3.79,716.663,,2.100,83,35,49,,
T,2025-12-15 09:16:14,12.93112063,77.50628268,3.79,717.059,,1.970,96,35,49,,
T,2025-12-15 09:16:15,12.93113310,77.50630068,3.79,716.733,,2.310,101,35,49,,
T,2025-12-15 09:16:16,12.93114527,77.50632009,3.79,717.531,,2.730,107,37,49,,
T,2025-12-15 09:16:17,12.93115921,77.50633637,3.79,717.314,,2.600,111,37,49,,
T,2025-12-15 09:16:18,12.93117436,77.50635570,3.79,716.908,,3.020,116,37,49,,
T,2025-12-15 09:16:19,12.93119068,77.50637032,3.79,715.002,,2.500,120,37,49,,
T,2025-12-15 09:16:20,12.93120685,77.50638445,3.79,715.346,,2.440,121,35,49,,
T,2025-12-15 09:16:21,12.93122089,77.50639808,3.79,715.368,,2.160,126,31,48,,
T,2025-12-15 09:16:22,12.93123367,77.50641992,3.86,715.820,,3.170,125,15,49,,
T,2025-12-15 09:16:23,12.93133092,77.50647391,3.79,715.604,,4.780,125,15,49,,
T,2025-12-15 09:16:24,12.93137182,77.50651997,3.79,716.022,,6.170,126,23,49,,
T,2025-12-15 09:16:25,12.93141299,77.50655973,3.79,715.464,,5.630,129,23,49,,
T,2025-12-15 09:16:26,12.93145814,77.50661912,3.79,715.589,,6.980,129,23,49,,
T,2025-12-15 09:16:27,12.93150651,77.50668731,3.79,714.159,,7.920,131,23,49,,
T,2025-12-15 09:16:28,12.93155170,77.50675551,3.79,713.150,,8.020,130,22,49,,
T,2025-12-15 09:16:29,12.93159743,77.50682125,3.79,713.586,,8.250,57,22,49,,
T,2025-12-15 09:16:30,12.93163997,77.50688259,3.79,713.620,,8.030,126,14,49,,
T,2025-12-15 09:16:31,12.93168089,77.50694270,3.79,712.924,,7.270,125,14,49,,
T,2025-12-15 09:16:32,12.93172861,77.50700517,3.79,712.459,,7.560,118,14,49,,
T,2025-12-15 09:16:33,12.93177586,77.50707279,3.89,711.974,,7.980,117,14,49,,
T,2025-12-15 09:16:34,12.93181977,77.50712585,4.12,711.286,,6.890,114,13,49,,
T,2025-12-15 09:16:35,12.93187113,77.50720512,4.17,710.922,,7.870,106,13,49,,
T,2025-12-15 09:16:36,12.93191533,77.50728054,10.16,710.699,,8.230,96,13,49,,
T,2025-12-15 09:16:37,12.93196697,77.50734812,10.11,711.613,,8.510,88,13,49,,
T,2025-12-15 09:16:38,12.93202208,77.50742674,10.15,711.826,,9.090,78,12,49,,
T,2025-12-15 09:16:39,12.93207172,77.50750075,10.24,712.323,,9.410,67,11,49,,
T,2025-12-15 09:16:40,12.93212451,77.50758733,10.35,712.221,,9.950,60,11,49,,
T,2025-12-15 09:16:41,12.93216234,77.50766121,10.43,711.564,,9.670,59,11,49,,
T,2025-12-15 09:16:42,12.93221549,77.50772613,9.94,712.027,,9.780,59,11,49,,
T,2025-12-15 09:16:43,12.93226815,77.50780575,9.94,712.313,,9.820,59,28,49,,
T,2025-12-15 09:16:44,12.93232313,77.50789378,9.94,712.621,,9.940,58,29,49,,
T,2025-12-15 09:16:45,12.93237302,77.50797038,9.94,713.283,,10.030,57,30,49,,
T,2025-12-15 09:16:46,12.93242793,77.50804608,9.94,713.663,,10.120,56,31,49,,
T,2025-12-15 09:16:47,12.93248011,77.50811873,10.62,713.689,,9.840,53,32,49,,
T,2025-12-15 09:16:48,12.93253267,77.50819539,9.94,712.863,,9.950,52,33,49,,
T,2025-12-15 09:16:49,12.93258543,77.50826537,9.96,713.554,,9.720,51,31,49,,
T,2025-12-15 09:16:50,12.93264246,77.50833615,10.26,714.103,,9.990,47,31,49,,
T,2025-12-15 09:16:51,12.93269967,77.50840762,10.23,714.280,,10.210,44,20,49,,
T,2025-12-15 09:16:52,12.93276079,77.50848093,10.26,714.551,,10.270,41,19,49,,
T,2025-12-15 09:16:53,12.93282370,77.50855435,9.94,714.929,,10.110,39,19,49,,
T,2025-12-15 09:16:54,12.93288609,77.50862194,9.94,715.687,,10.400,38,18,49,,
T,2025-12-15 09:16:55,12.93294885,77.50869438,9.94,716.136,,10.460,37,20,49,,
T,2025-12-15 09:16:56,12.93301320,77.50876449,9.94,716.712,,10.590,36,21,49,,
T,2025-12-15 09:16:57,12.93308054,77.50883426,9.94,717.056,,10.520,34,21,49,,
T,2025-12-15 09:16:58,12.93314156,77.50890136,9.94,717.411,,10.580,35,22,49,,
T,2025-12-15 09:16:59,12.93321070,77.50897334,9.94,716.963,,11.020,35,22,49,,
T,2025-12-15 09:17:00,12.93328221,77.50904622,9.94,716.700,,11.050,36,22,49,,
T,2025-12-15 09:17:01,12.93335308,77.50912095,9.94,716.649,,11.180,36,22,49,,
T,2025-12-15 09:17:02,12.93342338,77.50919401,9.94,716.303,,11.190,39,21,49,,
T,2025-12-15 09:17:03,12.93349879,77.50927800,9.94,716.626,,11.510,40,16,49,,
T,2025-12-15 09:17:04,12.93357672,77.50935604,9.94,715.814,,11.700,41,31,49,,
T,2025-12-15 09:17:05,12.93364577,77.50943774,9.94,716.240,,11.760,43,31,49,,
T,2025-12-15 09:17:06,12.93371959,77.50952065,9.94,716.557,,11.600,42,31,49,,
T,2025-12-15 09:17:07,12.93378814,77.50959569,9.94,716.075,,11.640,44,34,49,,
T,2025-12-15 09:17:08,12.93385432,77.50967408,9.94,717.055,,11.260,45,33,49,,
T,2025-12-15 09:17:09,12.93391857,77.50975994,9.94,717.758,,11.580,47,33,49,,
T,2025-12-15 09:17:10,12.93398466,77.50984045,9.94,718.142,,11.480,50,33,49,,
T,2025-12-15 09:17:11,12.93405254,77.50992368,9.94,718.242,,11.600,51,33,49,,
T,2025-12-15 09:17:12,12.93411712,77.50999927,9.94,718.845,,11.080,49,33,49,,
T,2025-12-15 09:17:13,12.93417862,77.51008099,10.23,718.970,,11.250,51,27,49,,
T,2025-12-15 09:17:14,12.93423615,77.51015952,10.00,717.413,,11.190,53,19,49,,
T,2025-12-15 09:17:15,12.93429830,77.51023076,9.99,718.272,,10.760,53,19,49,,
T,2025-12-15 09:17:16,12.93435410,77.51029727,9.94,719.164,,10.310,55,14,49,,
T,2025-12-15 09:17:17,12.93441519,77.51037748,10.02,718.963,,10.320,58,12,49,,
T,2025-12-15 09:17:18,12.93447153,77.51045500,10.12,718.760,,10.510,59,13,49,,
T,2025-12-15 09:17:19,12.93453192,77.51053066,10.20,718.338,,10.140,62,13,48,,
T,2025-12-15 09:17:20,12.93459712,77.51061439,9.94,719.176,,10.820,62,13,49,,
T,2025-12-15 09:17:21,12.93466268,77.51071905,9.94,718.341,,11.210,65,20,49,,
T,2025-12-15 09:17:22,12.93471753,77.51079515,9.94,717.513,,10.980,66,32,49,,
T,2025-12-15 09:17:23,12.93476596,77.51087977,9.94,717.654,,10.760,69,32,49,,
T,2025-12-15 09:17:24,12.93481389,77.51096507,10.11,718.091,,10.780,70,32,49,,
T,2025-12-15 09:17:25,12.93487555,77.51105629,9.94,718.612,,11.510,71,33,49,,
T,2025-12-15 09:17:26,12.93492586,77.51114481,9.98,718.323,,11.450,74,33,49,,
T,2025-12-15 09:17:27,12.93498003,77.51124064,9.94,718.766,,12.060,75,33,49,,
T,2025-12-15 09:17:28,12.93502982,77.51134220,9.94,718.529,,12.340,71,28,49,,
T,2025-12-15 09:17:29,12.93508325,77.51145072,9.94,718.094,,12.890,73,16,49,,
T,2025-12-15 09:17:30,12.93512826,77.51155646,9.94,716.395,,12.250,75,16,49,,
T,2025-12-15 09:17:31,12.93518489,77.51166919,10.29,716.172,,12.480,77,16,49,,
T,2025-12-15 09:17:32,12.93522149,77.51177804,10.69,716.238,,12.340,79,31,49,,
T,2025-12-15 09:17:33,12.93525240,77.51188365,11.82,716.236,,12.150,79,31,49,,
T,2025-12-15 09:17:34,12.93528098,77.51197793,12.79,716.131,,11.380,79,31,49,,
T,2025-12-15 09:17:35,12.93530351,77.51204924,13.30,716.543,,10.060,77,29,49,,
T,2025-12-15 09:17:36,12.93532500,77.51211685,14.00,716.713,,9.150,76,27,49,,
T,2025-12-15 09:17:37,12.93534599,77.51219108,14.24,717.077,,8.660,76,24,49,,
T,2025-12-15 09:17:38,12.93535705,77.51225899,14.90,716.963,,8.670,92,9,49,,
T,2025-12-15 09:17:39,12.93535722,77.51221972,14.39,716.818,,4.030,90,10,49,,
T,2025-12-15 09:17:40,12.93536449,77.51226896,14.76,716.978,,4.150,90,12,49,,
T,2025-12-15 09:17:41,12.93536849,77.51229356,15.37,717.050,,3.470,95,12,49,,
T,2025-12-15 09:17:42,12.93534777,77.51229240,15.21,716.712,,1.910,92,13,49,,
T,2025-12-15 09:17:43,12.93537342,77.51229164,15.20,716.793,,0.580,97,17,49,,
T,2025-12-15 09:17:44,12.93536718,77.51228735,15.51,717.090,,0.500,96,18,49,,
T,2025-12-15 09:17:45,12.93535953,77.51229189,15.72,717.304,,0.510,100,19,49,,
T,2025-12-15 09:17:46,12.93535070,77.51229561,16.15,717.109,,0.630,102,18,49,,
T,2025-12-15 09:17:47,12.93533883,77.51229744,18.42,717.048,,0.430,106,19,49,,
T,2025-12-15 09:17:48,12.93532466,77.51230126,22.10,716.612,,0.260,113,20,49,,
T,2025-12-15 09:17:49,12.93530906,77.51230773,19.28,716.660,,0.310,113,19,49,,
T,2025-12-15 09:17:50,12.93530592,77.51232262,19.41,717.117,,0.640,116,18,48,,
T,2025-12-15 09:17:51,12.93529429,77.51233635,19.91,716.941,,1.100,117,18,49,,
T,2025-12-15 09:17:52,12.93528393,77.51234476,20.43,717.220,,0.620,119,20,49,,
T,2025-12-15 09:17:53,12.93528125,77.51235256,20.44,717.844,,0.360,118,18,49,,
T,2025-12-15 09:17:54,12.93527152,77.51235582,18.22,718.381,,0.290,118,20,49,,
T,2025-12-15 09:17:55,12.93526906,77.51236194,18.27,717.597,,0.000,,21,49,,
T,2025-12-15 09:17:56,12.93526408,77.51237063,18.23,717.600,,0.340,119,19,49,,
T,2025-12-15 09:17:57,12.93525596,77.51237696,18.55,716.366,,0.240,119,19,49,,
T,2025-12-15 09:17:58,12.93524377,77.51238358,16.78,715.515,,0.000,,19,49,,
T,2025-12-15 09:17:59,12.93522306,77.51240617,17.23,715.373,,0.000,,20,49,,
T,2025-12-15 09:18:00,12.93521807,77.51241766,16.80,714.753,,0.000,,21,49,,
T,2025-12-15 09:18:01,12.93521027,77.51242525,15.81,714.355,,0.000,,21,49,,
T,2025-12-15 09:18:02,12.93520330,77.51243206,15.37,714.006,,0.000,,21,49,,
T,2025-12-15 09:18:03,12.93519902,77.51243178,14.93,714.064,,0.000,,21,49,,
T,2025-12-15 09:18:04,12.93519631,77.51243102,14.71,713.791,,0.000,,21,49,,
T,2025-12-15 09:18:05,12.93519309,77.51243032,14.54,713.107,,0.000,,19,49,,
T,2025-12-15 09:18:06,12.93518916,77.51242898,14.39,712.891,,0.000,,20,49,,
T,2025-12-15 09:18:07,12.93518963,77.51242485,14.31,713.211,,0.000,,21,49,,
T,2025-12-15 09:18:08,12.93518718,77.51242293,14.26,713.668,,0.000,,18,49,,
T,2025-12-15 09:18:09,12.93518300,77.51242266,14.23,713.091,,0.000,,17,49,,
T,2025-12-15 09:18:10,12.93518296,77.51242008,14.04,713.310,,0.000,,16,49,,
T,2025-12-15 09:18:11,12.93518295,77.51241937,13.92,713.316,,0.000,,19,48,,
T,2025-12-15 09:18:12,12.93517930,77.51242037,13.63,713.133,,0.000,,18,49,,
T,2025-12-15 09:18:13,12.93517710,77.51242076,13.46,713.117,,0.000,,18,49,,
T,2025-12-15 09:18:14,12.93517517,77.51242209,13.43,713.079,,0.000,,19,49,,
T,2025-12-15 09:18:15,12.93517476,77.51242230,13.55,713.077,,0.000,,20,49,,
T,2025-12-15 09:18:16,12.93517467,77.51242235,13.68,713.074,,0.000,,18,49,,
T,2025-12-15 09:18:17,12.93517427,77.51242246,13.76,713.028,,0.000,,17,49,,
T,2025-12-15 09:18:18,12.93517355,77.51242221,13.71,713.119,,0.000,,18,49,,
T,2025-12-15 09:18:19,12.93517055,77.51242315,13.82,713.203,,0.000,,18,49,,
T,2025-12-15 09:18:20,12.93516994,77.51242334,13.80,713.213,,0.000,,15,49,,
T,2025-12-15 09:18:21,12.93516809,77.51242315,13.53,713.346,,0.000,,14,49,,
T,2025-12-15 09:18:22,12.93516667,77.51242377,13.46,713.322,,0.000,,14,49,,
T,2025-12-15 09:18:23,12.93516240,77.51242446,12.98,713.568,,0.000,,15,49,,
T,2025-12-15 09:18:24,12.93515885,77.51242664,12.66,713.533,,0.000,,16,49,,
T,2025-12-15 09:18:25,12.93515621,77.51242851,12.78,713.582,,0.000,,19,49,,
T,2025-12-15 09:18:26,12.93515434,77.51242937,12.78,713.656,,0.000,,21,49,,
T,2025-12-15 09:18:27,12.93515156,77.51243095,12.90,713.700,,0.000,,23,49,,
T,2025-12-15 09:18:28,12.93515120,77.51243189,13.12,713.600,,0.000,,22,49,,
T,2025-12-15 09:18:29,12.93514620,77.51243548,12.89,713.649,,0.000,,21,49,,
T,2025-12-15 09:18:30,12.93514329,77.51243692,12.97,713.738,,0.000,,22,49,,
T,2025-12-15 09:18:31,12.93514237,77.51243727,13.40,713.762,,0.000,,20,49,,
T,2025-12-15 09:18:32,12.93514266,77.51243867,13.42,713.503,,0.000,,20,49,,
T,2025-12-15 09:18:33,12.93514422,77.51243951,13.55,713.323,,0.000,,19,49,,
T,2025-12-15 09:18:34,12.93530582,77.51262047,12.82,708.078,,4.260,146,19,49,,
T,2025-12-15 09:18:35,12.93535235,77.51269563,12.61,707.762,,4.330,147,19,49,,
T,2025-12-15 09:18:36,12.93545805,77.51278813,12.50,705.474,,6.530,149,21,49,,
T,2025-12-15 09:18:37,12.93556857,77.51276679,11.18,708.298,,5.390,150,24,49,,
T,2025-12-15 09:18:38,12.93560010,77.51279481,10.76,709.726,,5.250,150,24,49,,
T,2025-12-15 09:18:39,12.93558827,77.51282726,10.38,712.888,,2.920,148,25,49,,
T,2025-12-15 09:18:40,12.93561133,77.51290297,10.27,712.895,,5.210,76,24,49,,
T,2025-12-15 09:18:41,12.93562251,77.51294264,10.42,712.870,,4.230,138,25,49,,
T,2025-12-15 09:18:42,12.93563041,77.51298430,10.76,711.599,,3.670,136,25,49,,
T,2025-12-15 09:18:43,12.93566497,77.51308895,10.43,714.303,,6.140,78,30,49,,
T,2025-12-15 09:18:44,12.93567433,77.51313746,10.44,711.836,,4.700,123,32,49,,
T,2025-12-15 09:18:45,12.93568213,77.51316529,3.81,711.896,,3.290,127,31,49,,
T,2025-12-15 09:18:46,12.93568677,77.51319328,3.79,711.444,,2.680,130,30,49,,
T,2025-12-15 09:18:47,12.93569787,77.51320861,3.79,708.510,,2.690,127,27,49,,
T,2025-12-15 09:18:48,12.93570705,77.51325091,3.79,708.765,,2.910,122,27,49,,
T,2025-12-15 09:18:49,12.93570410,77.51327903,3.79,708.525,,3.180,116,20,49,,
T,2025-12-15 09:18:50,12.93570137,77.51330120,3.79,708.909,,2.450,114,20,49,,
T,2025-12-15 09:18:51,12.93570285,77.51331212,3.79,708.721,,1.220,114,20,49,,
T,2025-12-15 09:18:52,12.93570604,77.51332323,3.79,708.957,,1.290,103,20,49,,
T,2025-12-15 09:18:53,12.93570924,77.51333614,3.79,709.022,,1.460,105,20,49,,
T,2025-12-15 09:18:54,12.93571211,77.51335012,3.79,709.685,,1.470,106,20,49,,
T,2025-12-15 09:18:55,12.93571517,77.51336031,3.79,710.558,,1.340,104,20,49,,
T,2025-12-15 09:18:56,12.93571877,77.51337308,3.79,711.382,,1.520,103,20,49,,
T,2025-12-15 09:18:57,12.93572776,77.51339164,3.80,710.129,,1.700,103,20,49,,
T,2025-12-15 09:18:58,12.93573176,77.51340990,3.80,710.038,,2.040,102,19,49,,
T,2025-12-15 09:18:59,12.93574177,77.51343011,3.80,709.558,,2.830,101,19,49,,
T,2025-12-15 09:19:00,12.93575915,77.51345661,3.84,709.622,,3.420,103,15,49,,
T,2025-12-15 09:19:01,12.93577837,77.51348990,3.85,709.346,,3.480,102,15,49,,
T,2025-12-15 09:19:02,12.93579261,77.51351884,11.26,708.996,,3.570,102,16,49,,
T,2025-12-15 09:19:03,12.93579741,77.51352967,12.20,708.778,,3.590,99,14,49,,
T,2025-12-15 09:19:04,12.93578754,77.51350959,3.80,710.205,,1.540,98,19,49,,
T,2025-12-15 09:19:05,12.93578778,77.51352133,3.80,710.655,,1.340,97,16,49,,
T,2025-12-15 09:19:06,12.93578519,77.51352197,3.80,710.792,,1.500,102,16,49,,
T,2025-12-15 09:19:07,12.93578966,77.51353178,3.81,711.094,,1.480,99,15,49,,
T,2025-12-15 09:19:08,12.93579435,77.51354228,3.84,711.904,,0.800,95,16,49,,
T,2025-12-15 09:19:09,12.93579219,77.51354520,3.81,712.307,,0.470,91,16,49,,
T,2025-12-15 09:19:10,12.93578887,77.51354747,3.81,712.959,,0.490,92,17,49,,
