type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2025-12-15 09:44:50,12.96811660,77.56801844,9.94,808.073,,0.000,,24,47,,
T,2025-12-15 09:44:51,12.96811778,77.56801574,9.94,807.944,,0.000,,24,47,,
T,2025-12-15 09:44:52,12.96811824,77.56801461,9.94,807.460,,0.000,,22,47,,
T,2025-12-15 09:44:53,12.96812351,77.56801315,9.94,807.137,,0.760,4,22,47,,
T,2025-12-15 09:44:54,12.96813625,77.56801232,9.94,807.039,,1.480,3,22,47,,
T,2025-12-15 09:44:55,12.96815151,77.56801127,9.94,807.124,,1.650,3,22,47,,
T,2025-12-15 09:44:56,12.96816759,77.56800976,9.94,807.099,,1.780,3,22,47,,
T,2025-12-15 09:44:57,12.96818773,77.56800937,9.94,807.324,,2.270,3,22,47,,
T,2025-12-15 09:44:58,12.96821145,77.56800855,9.94,806.881,,2.620,3,22,47,,
T,2025-12-15 09:44:59,12.96823810,77.56800966,9.94,807.079,,2.940,3,22,47,,
T,2025-12-15 09:45:00,12.96826880,77.56801006,9.94,807.141,,3.330,5,21,47,,
T,2025-12-15 09:45:01,12.96830046,77.56801210,9.94,807.815,,3.420,6,21,47,,
T,2025-12-15 09:45:02,12.96833314,77.56801347,9.94,807.646,,3.540,5,21,47,,
T,2025-12-15 09:45:03,12.96836828,77.56801365,9.94,807.798,,3.820,4,21,47,,
T,2025-12-15 09:45:04,12.96840517,77.56801368,9.94,808.348,,3.940,4,22,47,,
T,2025-12-15 09:45:05,12.96843907,77.56801224,9.94,808.194,,3.560,5,22,47,,
T,2025-12-15 09:45:06,12.96846640,77.56800948,9.94,807.022,,2.950,6,25,47,,
T,2025-12-15 09:45:07,12.96848615,77.56800784,9.94,807.277,,2.160,8,25,47,,
T,2025-12-15 09:45:08,12.96850905,77.56800870,9.94,807.321,,2.730,10,25,47,,
T,2025-12-15 09:45:09,12.96853422,77.56801132,9.94,807.427,,2.940,10,25,47,,
T,2025-12-15 09:45:10,12.96856617,77.56801425,9.94,807.649,,3.640,8,32,47,,
T,2025-12-15 09:45:11,12.96860298,77.56801678,9.94,807.788,,4.200,5,32,47,,
T,2025-12-15 09:45:12,12.96864339,77.56801764,9.94,807.819,,4.520,5,25,47,,
T,2025-12-15 09:45:13,12.96868300,77.56801812,9.94,807.791,,4.370,5,25,47,,
T,2025-12-15 09:45:14,12.96872260,77.56801899,9.94,807.881,,4.440,5,25,47,,
T,2025-12-15 09:45:15,12.96876197,77.56802207,9.94,807.899,,4.470,7,26,47,,
T,2025-12-15 09:45:16,12.96880614,77.56802405,9.94,808.129,,4.910,9,27,46,,
T,2025-12-15 09:45:17,12.96885491,77.56801733,9.94,808.369,,5.190,10,30,47,,
T,2025-12-15 09:45:18,12.96890734,77.56801929,9.94,808.227,,5.440,11,22,47,,
T,2025-12-15 09:45:19,12.96896460,77.56802202,9.94,808.468,,5.860,10,22,47,,
T,2025-12-15 09:45:20,12.96901588,77.56802710,9.94,808.889,,5.830,11,22,47,,
T,2025-12-15 09:45:21,12.96907030,77.56802763,9.94,809.228,,5.740,10,21,47,,
T,2025-12-15 09:45:22,12.96911925,77.56802904,9.94,809.181,,5.350,10,21,47,,
T,2025-12-15 09:45:23,12.96916513,77.56802766,9.94,810.507,,5.430,4,19,47,,
T,2025-12-15 09:45:24,12.96921082,77.56803154,9.94,811.030,,5.500,3,21,47,,
T,2025-12-15 09:45:25,12.96925209,77.56804434,3.79,812.544,,5.510,4,29,47,,
T,2025-12-15 09:45:26,12.96930469,77.56805115,3.79,813.371,,6.090,4,30,47,,
T,2025-12-15 09:45:27,12.96936517,77.56805819,3.79,813.071,,6.450,3,30,47,,
T,2025-12-15 09:45:28,12.96942687,77.56806388,3.79,813.744,,6.550,2,31,47,,
T,2025-12-15 09:45:29,12.96948587,77.56806910,3.79,814.368,,6.500,1,31,47,,
T,2025-12-15 09:45:30,12.96954292,77.56807211,3.79,814.625,,6.300,2,31,47,,
T,2025-12-15 09:45:31,12.96959733,77.56807594,3.79,814.684,,6.080,2,31,47,,
T,2025-12-15 09:45:32,12.96964968,77.56807386,3.79,813.643,,6.080,1,29,47,,
T,2025-12-15 09:45:33,12.96970838,77.56807971,3.79,813.189,,6.220,2,29,47,,
T,2025-12-15 09:45:34,12.96977114,77.56808198,3.79,813.066,,7.090,2,24,47,,
T,2025-12-15 09:45:35,12.96983764,77.56808644,3.79,812.667,,7.720,2,17,47,,
T,2025-12-15 09:45:36,12.96991569,77.56809695,3.79,812.409,,8.260,4,24,47,,
T,2025-12-15 09:45:37,12.96998831,77.56810370,3.79,812.292,,8.100,6,29,47,,
T,2025-12-15 09:45:38,12.97005528,77.56811316,3.79,813.430,,7.580,6,32,47,,
T,2025-12-15 09:45:39,12.97012439,77.56812438,3.79,812.500,,7.290,7,32,47,,
T,2025-12-15 09:45:40,12.97017777,77.56814545,3.79,813.463,,6.890,7,32,47,,
T,2025-12-15 09:45:41,12.97024055,77.56815862,3.79,813.315,,7.100,8,32,47,,
T,2025-12-15 09:45:42,12.97031511,77.56817675,3.79,812.642,,8.080,9,33,47,,
T,2025-12-15 09:45:43,12.97038717,77.56818815,3.79,812.737,,7.820,11,33,47,,
T,2025-12-15 09:45:44,12.97045350,77.56819793,3.79,812.880,,7.540,12,33,47,,
T,2025-12-15 09:45:45,12.97051621,77.56820932,3.79,812.591,,7.070,14,33,47,,
T,2025-12-15 09:45:46,12.97057919,77.56822021,3.79,812.165,,7.130,15,30,47,,
T,2025-12-15 09:45:47,12.97063910,77.56823655,3.79,811.687,,6.870,16,32,47,,
T,2025-12-15 09:45:48,12.97070284,77.56825251,3.79,811.483,,7.160,17,31,47,,
T,2025-12-15 09:45:49,12.97076235,77.56826670,3.79,811.560,,6.960,17,31,47,,
T,2025-12-15 09:45:50,12.97082584,77.56828406,3.79,811.607,,7.250,16,32,47,,
T,2025-12-15 09:45:51,12.97089017,77.56830264,3.79,811.684,,7.430,16,22,47,,
T,2025-12-15 09:45:52,12.97094447,77.56834186,3.79,812.802,,7.420,18,22,47,,
T,2025-12-15 09:45:53,12.97100353,77.56836138,3.79,812.740,,7.060,18,24,47,,
T,2025-12-15 09:45:54,12.97106188,77.56838057,3.79,812.408,,6.610,19,24,47,,
T,2025-12-15 09:45:55,12.97111434,77.56840301,3.79,812.084,,6.210,19,24,47,,
T,2025-12-15 09:45:56,12.97115336,77.56842314,3.79,811.822,,5.200,20,27,47,,
T,2025-12-15 09:45:57,12.97120072,77.56842839,3.79,811.328,,5.070,19,29,47,,
T,2025-12-15 09:45:58,12.97123878,77.56844156,3.79,812.465,,4.790,20,30,47,,
T,2025-12-15 09:45:59,12.97127582,77.56845371,3.79,812.488,,4.240,21,30,47,,
T,2025-12-15 09:46:00,12.97130518,77.56846355,3.79,813.077,,3.540,22,30,47,,
T,2025-12-15 09:46:01,12.97132365,77.56846643,3.79,812.840,,2.270,21,30,47,,
T,2025-12-15 09:46:02,12.97134267,77.56846876,3.79,812.905,,2.070,21,30,47,,
T,2025-12-15 09:46:03,12.97135985,77.56847710,3.79,811.551,,1.700,21,29,46,,
T,2025-12-15 09:46:04,12.97137517,77.56848389,3.79,812.152,,2.060,21,29,47,,
T,2025-12-15 09:46:05,12.97139013,77.56849080,3.79,811.905,,2.000,21,27,47,,
T,2025-12-15 09:46:06,12.97140298,77.56849927,3.79,811.383,,1.720,22,26,47,,
T,2025-12-15 09:46:07,12.97141536,77.56850665,3.79,811.528,,1.680,22,22,47,,
T,2025-12-15 09:46:08,12.97142580,77.56851486,3.79,811.348,,1.400,22,22,47,,
T,2025-12-15 09:46:09,12.97143532,77.56852142,3.79,811.798,,1.150,22,21,47,,
T,2025-12-15 09:46:10,12.97144609,77.56852654,3.79,811.887,,1.370,22,28,47,,
T,2025-12-15 09:46:11,12.97146289,77.56853370,3.79,811.840,,2.130,23,28,47,,
T,2025-12-15 09:46:12,12.97148733,77.56854183,3.79,812.738,,2.220,24,28,47,,
T,2025-12-15 09:46:13,12.97151080,77.56855065,3.79,812.354,,2.340,24,29,47,,
T,2025-12-15 09:46:14,12.97153077,77.56856052,3.79,812.020,,1.950,24,27,47,,
T,2025-12-15 09:46:15,12.97154950,77.56856847,3.79,812.049,,1.940,25,29,47,,
T,2025-12-15 09:46:16,12.97156729,77.56857499,3.79,812.163,,2.070,24,29,47,,
T,2025-12-15 09:46:17,12.97158799,77.56858079,3.79,812.235,,2.470,23,30,47,,
T,2025-12-15 09:46:18,12.97161510,77.56859077,3.79,811.336,,3.150,23,30,47,,
T,2025-12-15 09:46:19,12.97165033,77.56860569,3.79,811.398,,4.070,23,32,47,,
T,2025-12-15 09:46:20,12.97171099,77.56863113,3.79,811.037,,5.270,23,32,47,,
T,2025-12-15 09:46:21,12.97177935,77.56865634,3.79,810.705,,6.650,24,32,47,,
T,2025-12-15 09:46:22,12.97184411,77.56868627,3.79,810.618,,7.080,24,32,47,,
T,2025-12-15 09:46:23,12.97190554,77.56870447,3.79,810.477,,7.470,24,32,47,,
T,2025-12-15 09:46:24,12.97197057,77.56872546,3.79,810.416,,8.010,24,32,47,,
T,2025-12-15 09:46:25,12.97203980,77.56875382,3.79,810.174,,8.070,23,28,47,,
T,2025-12-15 09:46:26,12.97211764,77.56877959,3.79,811.155,,8.120,23,28,47,,
T,2025-12-15 09:46:27,12.97218643,77.56880792,3.79,811.473,,8.070,24,27,47,,
T,2025-12-15 09:46:28,12.97225907,77.56883872,3.79,811.338,,8.230,24,29,47,,
T,2025-12-15 09:46:29,12.97233056,77.56886184,3.79,811.627,,8.190,24,30,47,,
T,2025-12-15 09:46:30,12.97239533,77.56889233,3.79,812.057,,8.300,23,32,47,,
T,2025-12-15 09:46:31,12.97247971,77.56891178,3.79,811.102,,8.640,22,32,47,,
T,2025-12-15 09:46:32,12.97253954,77.56893710,3.79,810.489,,7.290,22,31,47,,
T,2025-12-15 09:46:33,12.97260674,77.56895594,3.79,810.600,,7.660,22,31,47,,
T,2025-12-15 09:46:34,12.97267573,77.56897980,3.79,810.959,,7.850,22,31,47,,
T,2025-12-15 09:46:35,12.97274298,77.56899892,3.79,812.227,,7.710,22,30,47,,
T,2025-12-15 09:46:36,12.97280362,77.56902347,3.79,813.321,,7.800,21,29,47,,
T,2025-12-15 09:46:37,12.97286644,77.56904765,3.79,813.768,,6.960,22,28,47,,
T,2025-12-15 09:46:38,12.97293332,77.56907547,3.79,813.810,,7.310,22,29,47,,
T,2025-12-15 09:46:39,12.97299616,77.56909977,3.79,813.875,,7.060,22,29,47,,
T,2025-12-15 09:46:40,12.97305169,77.56912411,3.79,812.898,,6.400,22,30,47,,
T,2025-12-15 09:46:41,12.97310397,77.56914311,3.79,812.526,,5.950,21,31,47,,
T,2025-12-15 09:46:42,12.97315042,77.56915542,3.79,813.111,,5.320,22,30,47,,
T,2025-12-15 09:46:43,12.97318135,77.56916357,3.79,813.558,,3.840,23,32,47,,
T,2025-12-15 09:46:44,12.97321549,77.56917441,3.79,813.095,,3.140,21,31,47,,
T,2025-12-15 09:46:45,12.97324878,77.56918990,3.79,813.738,,3.870,21,31,47,,
T,2025-12-15 09:46:46,12.97328592,77.56920473,3.79,814.505,,4.710,22,31,47,,
T,2025-12-15 09:46:47,12.97332194,77.56922027,3.79,815.007,,4.910,22,30,47,,
T,2025-12-15 09:46:48,12.97336069,77.56923929,3.79,815.126,,4.830,23,30,47,,
T,2025-12-15 09:46:49,12.97339551,77.56925584,3.79,815.309,,4.390,23,29,47,,
T,2025-12-15 09:46:50,12.97342727,77.56927063,3.79,815.513,,3.960,22,28,47,,
T,2025-12-15 09:46:51,12.97345633,77.56928219,3.79,814.727,,3.510,22,23,47,,
T,2025-12-15 09:46:52,12.97348695,77.56929466,3.79,814.619,,3.760,23,28,47,,
T,2025-12-15 09:46:53,12.97351451,77.56930789,3.79,815.251,,3.450,23,28,47,,
T,2025-12-15 09:46:54,12.97353583,77.56931891,3.79,815.841,,2.790,23,21,47,,
T,2025-12-15 09:46:55,12.97355637,77.56933044,3.79,815.496,,2.730,23,24,47,,
T,2025-12-15 09:46:56,12.97357644,77.56934046,3.79,815.663,,2.550,23,25,47,,
T,2025-12-15 09:46:57,12.97359795,77.56935258,3.79,815.705,,2.830,23,25,47,,
T,2025-12-15 09:46:58,12.97362442,77.56936661,3.79,815.836,,3.340,23,24,47,,
T,2025-12-15 09:46:59,12.97364611,77.56937887,3.79,815.787,,2.610,27,24,47,,
T,2025-12-15 09:47:00,12.97365687,77.56938426,3.79,815.923,,1.240,26,24,47,,
T,2025-12-15 09:47:01,12.97366172,77.56938752,3.79,816.121,,0.620,25,23,47,,
T,2025-12-15 09:47:02,12.97366500,77.56938868,3.79,816.276,,0.450,26,23,47,,
T,2025-12-15 09:47:03,12.97366601,77.56938845,3.79,816.204,,0.000,,23,47,,
T,2025-12-15 09:47:04,12.97366566,77.56938772,3.79,816.299,,0.000,,23,47,,
T,2025-12-15 09:47:05,12.97366682,77.56938737,3.79,815.708,,0.000,,23,47,,
T,2025-12-15 09:47:06,12.97366699,77.56938575,3.79,815.474,,0.000,,22,47,,
T,2025-12-15 09:47:07,12.97366707,77.56938441,3.79,815.708,,0.000,,22,47,,
T,2025-12-15 09:47:08,12.97366684,77.56938247,3.79,815.564,,0.000,,22,47,,
T,2025-12-15 09:47:09,12.97366739,77.56938173,3.79,815.750,,0.000,,22,47,,
T,2025-12-15 09:47:10,12.97366793,77.56938090,3.79,815.741,,0.000,,21,47,,
T,2025-12-15 09:47:11,12.97366914,77.56938061,3.79,815.678,,0.000,,21,47,,
T,2025-12-15 09:47:12,12.97366957,77.56938050,3.79,815.856,,0.000,,21,47,,
T,2025-12-15 09:47:13,12.97367044,77.56937946,3.79,815.857,,0.000,,21,47,,
T,2025-12-15 09:47:14,12.97367074,77.56937872,3.79,815.893,,0.000,,20,47,,
T,2025-12-15 09:47:15,12.97367080,77.56937832,3.79,815.938,,0.000,,13,47,,
T,2025-12-15 09:47:16,12.97367081,77.56937790,3.79,815.914,,0.000,,13,47,,
T,2025-12-15 09:47:17,12.97367070,77.56937708,3.79,815.666,,0.000,,19,47,,
T,2025-12-15 09:47:18,12.97367067,77.56937689,3.79,815.663,,0.000,,20,47,,
T,2025-12-15 09:47:19,12.97367068,77.56937696,3.79,815.645,,0.000,,21,47,,
T,2025-12-15 09:47:20,12.97367500,77.56937573,3.79,815.999,,0.470,26,21,47,,
T,2025-12-15 09:47:21,12.97368025,77.56937850,3.79,815.863,,0.740,25,21,47,,
T,2025-12-15 09:47:22,12.97369260,77.56938413,3.79,815.959,,1.520,26,21,47,,
T,2025-12-15 09:47:23,12.97371070,77.56939404,3.79,815.690,,2.200,26,22,47,,
T,2025-12-15 09:47:24,12.97372879,77.56940521,3.79,815.424,,2.380,26,22,47,,
T,2025-12-15 09:47:25,12.97374859,77.56941491,3.79,815.952,,2.320,26,22,47,,
T,2025-12-15 09:47:26,12.97377018,77.56942750,3.79,817.173,,2.630,26,22,47,,
T,2025-12-15 09:47:27,12.97379705,77.56944161,3.79,817.157,,3.320,26,22,47,,
T,2025-12-15 09:47:28,12.97382302,77.56945453,3.79,816.776,,3.040,25,22,47,,
T,2025-12-15 09:47:29,12.97385115,77.56946627,3.79,817.069,,3.200,25,22,47,,
T,2025-12-15 09:47:30,12.97388059,77.56947612,3.79,817.049,,3.170,24,27,47,,
T,2025-12-15 09:47:31,12.97391203,77.56948578,3.79,817.413,,3.320,24,28,47,,
T,2025-12-15 09:47:32,12.97394320,77.56949509,3.79,817.967,,3.280,23,29,47,,
T,2025-12-15 09:47:33,12.97397458,77.56950427,3.79,818.247,,3.360,23,30,47,,
T,2025-12-15 09:47:34,12.97400893,77.56951342,3.79,818.065,,3.680,23,30,47,,
T,2025-12-15 09:47:35,12.97404128,77.56952305,3.79,818.576,,3.510,22,22,47,,
T,2025-12-15 09:47:36,12.97407792,77.56953508,3.79,819.121,,4.120,22,30,47,,
T,2025-12-15 09:47:37,12.97411744,77.56954882,3.79,818.236,,4.650,23,30,47,,
T,2025-12-15 09:47:38,12.97415743,77.56956145,3.79,815.962,,4.500,23,29,47,,
T,2025-12-15 09:47:39,12.97419194,77.56957627,3.79,816.178,,4.230,24,32,47,,
T,2025-12-15 09:47:40,12.97422570,77.56959523,3.79,816.162,,4.300,25,33,47,,
T,2025-12-15 09:47:41,12.97425787,77.56961269,3.79,816.068,,4.280,21,33,47,,
T,2025-12-15 09:47:42,12.97428962,77.56961852,3.79,814.783,,3.660,7,33,47,,
T,2025-12-15 09:47:43,12.97431781,77.56962401,3.79,814.447,,3.180,6,33,47,,
T,2025-12-15 09:47:44,12.97433388,77.56962735,3.79,815.784,,1.910,6,33,47,,
T,2025-12-15 09:47:45,12.97434424,77.56963066,3.79,815.989,,1.390,6,32,47,,
T,2025-12-15 09:47:46,12.97434665,77.56963355,3.79,816.013,,0.580,6,32,47,,
T,2025-12-15 09:47:47,12.97435016,77.56963630,3.79,816.262,,0.790,6,32,47,,
T,2025-12-15 09:47:48,12.97435403,77.56963873,3.79,815.967,,0.660,8,32,47,,
T,2025-12-15 09:47:49,12.97435564,77.56963955,3.79,816.161,,0.310,8,32,47,,
T,2025-12-15 09:47:50,12.97436045,77.56963984,3.79,815.978,,0.550,8,32,47,,
T,2025-12-15 09:47:51,12.97436460,77.56964169,3.79,816.602,,0.530,8,32,47,,
T,2025-12-15 09:47:52,12.97437014,77.56964560,3.79,817.119,,0.630,9,32,47,,
T,2025-12-15 09:47:53,12.97438066,77.56965293,3.79,817.831,,1.350,12,32,47,,
T,2025-12-15 09:47:54,12.97439312,77.56966230,3.79,818.320,,1.440,14,32,47,,
T,2025-12-15 09:47:55,12.97440512,77.56967030,3.79,819.118,,1.280,14,32,47,,
T,2025-12-15 09:47:56,12.97441719,77.56967778,3.79,819.143,,1.220,15,32,47,,
T,2025-12-15 09:47:57,12.97442723,77.56968400,3.79,818.137,,0.930,16,33,47,,
T,2025-12-15 09:47:58,12.97443828,77.56969015,3.79,818.164,,1.220,17,33,47,,
T,2025-12-15 09:47:59,12.97445096,77.56969755,3.79,817.800,,1.470,19,33,47,,
T,2025-12-15 09:48:00,12.97446402,77.56970504,3.79,817.370,,1.540,20,33,47,,
T,2025-12-15 09:48:01,12.97447639,77.56971333,3.79,817.487,,1.490,23,33,47,,
T,2025-12-15 09:48:02,12.97449174,77.56972291,3.79,816.930,,1.910,25,33,47,,
T,2025-12-15 09:48:03,12.97450688,77.56973418,3.79,816.788,,2.000,29,32,47,,
T,2025-12-15 09:48:04,12.97452115,77.56974506,3.79,816.941,,1.840,32,33,47,,
T,2025-12-15 09:48:05,12.97453195,77.56975495,3.79,816.744,,1.560,34,33,47,,
T,2025-12-15 09:48:06,12.97453974,77.56976394,3.79,815.993,,1.230,37,34,47,,
T,2025-12-15 09:48:07,12.97454587,77.56977173,3.79,816.119,,1.080,38,34,47,,
T,2025-12-15 09:48:08,12.97455232,77.56978004,3.79,815.849,,1.040,40,34,47,,
T,2025-12-15 09:48:09,12.97455746,77.56978781,3.79,816.021,,0.950,42,34,47,,
T,2025-12-15 09:48:10,12.97456383,77.56979651,3.79,815.763,,1.160,44,34,47,,
T,2025-12-15 09:48:11,12.97456902,77.56980550,3.79,816.039,,1.030,45,34,47,,
T,2025-12-15 09:48:12,12.97457472,77.56981387,3.79,816.130,,1.080,47,34,47,,
T,2025-12-15 09:48:13,12.97458030,77.56982232,3.79,816.115,,1.090,49,34,47,,
T,2025-12-15 09:48:14,12.97458516,77.56983052,3.79,815.890,,1.110,50,33,47,,
T,2025-12-15 09:48:15,12.97459038,77.56983895,3.79,815.663,,1.120,52,33,47,,
T,2025-12-15 09:48:16,12.97459566,77.56984886,3.79,815.769,,1.200,55,32,47,,
T,2025-12-15 09:48:17,12.97460180,77.56986001,3.79,816.193,,1.320,58,32,47,,
T,2025-12-15 09:48:18,12.97460796,77.56987216,3.79,816.397,,1.390,60,30,47,,
T,2025-12-15 09:48:19,12.97461315,77.56988112,3.79,816.721,,0.850,62,31,47,,
T,2025-12-15 09:48:20,12.97461485,77.56988535,3.79,816.748,,0.270,62,31,47,,
T,2025-12-15 09:48:21,12.97461500,77.56988638,3.79,816.825,,0.000,,32,47,,
T,2025-12-15 09:48:22,12.97461526,77.56988604,3.79,816.885,,0.000,,32,47,,
T,2025-12-15 09:48:23,12.97461585,77.56988621,3.79,817.018,,0.000,,32,47,,
T,2025-12-15 09:48:24,12.97461600,77.56988630,3.79,817.065,,0.000,,32,47,,
T,2025-12-15 09:48:25,12.97461605,77.56988653,3.79,817.125,,0.000,,31,47,,
T,2025-12-15 09:48:26,12.97461659,77.56988702,3.79,817.204,,0.000,,32,47,,
T,2025-12-15 09:48:27,12.97461744,77.56988797,3.79,817.358,,0.000,,25,47,,
T,2025-12-15 09:48:28,12.97461691,77.56988838,3.79,817.374,,0.000,,25,47,,
T,2025-12-15 09:48:29,12.97461668,77.56988921,3.79,817.338,,0.000,,25,47,,
T,2025-12-15 09:48:30,12.97461709,77.56989045,3.79,817.269,,0.000,,25,47,,
T,2025-12-15 09:48:31,12.97461725,77.56989135,3.79,817.285,,0.000,,24,47,,
T,2025-12-15 09:48:32,12.97461738,77.56989227,3.79,817.127,,0.000,,23,47,,
T,2025-12-15 09:48:33,12.97461749,77.56989269,3.79,817.145,,0.000,,23,47,,
T,2025-12-15 09:48:34,12.97461727,77.56989303,3.79,817.083,,0.000,,23,47,,
T,2025-12-15 09:48:35,12.97461762,77.56989281,3.79,817.006,,0.000,,24,47,,
T,2025-12-15 09:48:36,12.97461768,77.56989322,3.79,816.849,,0.000,,25,47,,
T,2025-12-15 09:48:37,12.97461761,77.56989343,3.79,816.854,,0.000,,25,47,,
T,2025-12-15 09:48:38,12.97461752,77.56989360,3.79,816.874,,0.000,,25,47,,
T,2025-12-15 09:48:39,12.97461760,77.56989370,3.79,816.824,,0.000,,25,47,,
T,2025-12-15 09:48:40,12.97461753,77.56989363,3.79,816.831,,0.000,,26,47,,
T,2025-12-15 09:48:41,12.97461754,77.56989357,3.79,816.824,,0.000,,26,47,,
T,2025-12-15 09:48:42,12.97461728,77.56989353,3.79,816.853,,0.000,,27,47,,
T,2025-12-15 09:48:43,12.97461714,77.56989340,3.79,816.866,,0.000,,31,47,,
T,2025-12-15 09:48:44,12.97461705,77.56989329,3.79,816.873,,0.000,,31,47,,
T,2025-12-15 09:48:45,12.97461703,77.56989327,3.79,816.875,,0.000,,31,47,,
T,2025-12-15 09:48:46,12.97461706,77.56989323,3.79,816.868,,0.000,,31,47,,
T,2025-12-15 09:48:47,12.97461704,77.56989321,3.79,816.875,,0.000,,31,47,,
T,2025-12-15 09:48:48,12.97461704,77.56989321,3.79,816.875,,0.000,,30,47,,
T,2025-12-15 09:48:49,12.97461703,77.56989312,3.79,816.876,,0.000,,29,47,,
T,2025-12-15 09:48:50,12.97461703,77.56989304,3.79,816.878,,0.000,,24,47,,
T,2025-12-15 09:48:51,12.97461703,77.56989300,3.79,816.877,,0.000,,25,47,,
T,2025-12-15 09:48:52,12.97461704,77.56989296,3.81,816.876,,0.000,,25,47,,
T,2025-12-15 09:48:53,12.97461705,77.56989291,3.99,816.876,,0.000,,25,47,,
T,2025-12-15 09:48:54,12.97461706,77.56989287,4.09,816.876,,0.000,,25,47,,
T,2025-12-15 09:48:55,12.97461707,77.56989285,4.03,816.877,,0.000,,24,47,,
T,2025-12-15 09:48:56,12.97461708,77.56989282,3.99,816.879,,0.000,,24,47,,
T,2025-12-15 09:48:57,12.97461709,77.56989282,4.00,816.880,,0.000,,24,47,,
T,2025-12-15 09:48:58,12.97461710,77.56989281,4.22,816.878,,0.000,,24,47,,
T,2025-12-15 09:48:59,12.97461711,77.56989280,4.32,816.878,,0.000,,24,47,,
T,2025-12-15 09:49:00,12.97461711,77.56989277,4.49,816.878,,0.000,,23,47,,
T,2025-12-15 09:49:01,12.97461712,77.56989276,4.53,816.878,,0.000,,23,47,,
T,2025-12-15 09:49:02,12.97461712,77.56989276,4.44,816.880,,0.000,,23,47,,
T,2025-12-15 09:49:03,12.97461713,77.56989276,4.37,816.879,,0.000,,23,47,,
T,2025-12-15 09:49:04,12.97461713,77.56989277,4.24,816.881,,0.000,,25,47,,
T,2025-12-15 09:49:05,12.97461713,77.56989277,4.08,816.883,,0.000,,25,47,,
T,2025-12-15 09:49:06,12.97461714,77.56989277,4.12,816.886,,0.000,,25,47,,
T,2025-12-15 09:49:07,12.97461711,77.56989277,3.79,816.903,,0.000,,25,47,,
T,2025-12-15 09:49:08,12.97461717,77.56989279,3.79,816.919,,0.000,,26,47,,
T,2025-12-15 09:49:09,12.97461728,77.56989281,3.79,816.941,,0.000,,26,47,,
T,2025-12-15 09:49:10,12.97461731,77.56989282,3.79,816.944,,0.000,,26,47,,
T,2025-12-15 09:49:11,12.97461732,77.56989282,3.79,816.945,,0.000,,26,47,,
T,2025-12-15 09:49:12,12.97461740,77.56989283,3.79,816.957,,0.000,,26,47,,
T,2025-12-15 09:49:13,12.97461743,77.56989284,3.79,816.960,,0.000,,26,47,,
T,2025-12-15 09:49:14,12.97461744,77.56989284,3.79,816.960,,0.000,,22,47,,
T,2025-12-15 09:49:15,12.97461744,77.56989284,3.79,816.960,,0.000,,22,47,,
T,2025-12-15 09:49:16,12.97461744,77.56989283,3.79,816.961,,0.000,,22,47,,
T,2025-12-15 09:49:17,12.97461746,77.56989284,3.79,816.963,,0.000,,22,47,,
T,2025-12-15 09:49:18,12.97461747,77.56989284,3.79,816.965,,0.000,,22,47,,
T,2025-12-15 09:49:19,12.97461748,77.56989284,3.79,816.967,,0.000,,22,47,,
T,2025-12-15 09:49:20,12.97461749,77.56989283,3.79,816.969,,0.000,,22,47,,
T,2025-12-15 09:49:21,12.97461751,77.56989284,3.79,816.972,,0.000,,22,47,,
T,2025-12-15 09:49:22,12.97461752,77.56989285,3.79,816.975,,0.000,,22,47,,
T,2025-12-15 09:49:23,12.97461752,77.56989285,3.79,816.975,,0.000,,24,47,,
T,2025-12-15 09:49:24,12.97461752,77.56989285,3.79,816.976,,0.000,,23,47,,
T,2025-12-15 09:49:25,12.97461753,77.56989285,3.79,816.978,,0.000,,23,47,,
T,2025-12-15 09:49:26,12.97461754,77.56989285,3.79,816.978,,0.000,,23,47,,
T,2025-12-15 09:49:27,12.97461755,77.56989284,3.79,816.980,,0.000,,22,47,,
T,2025-12-15 09:49:28,12.97461756,77.56989285,3.79,816.982,,0.000,,23,47,,
T,2025-12-15 09:49:29,12.97461763,77.56989285,3.79,816.998,,0.000,,22,47,,
T,2025-12-15 09:49:30,12.97461765,77.56989284,3.79,817.005,,0.000,,23,47,,
T,2025-12-15 09:49:31,12.97461766,77.56989283,3.79,817.005,,0.000,,25,47,,
T,2025-12-15 09:49:32,12.97461768,77.56989283,3.79,817.007,,0.000,,25,47,,
T,2025-12-15 09:49:33,12.97461769,77.56989282,3.79,817.008,,0.000,,25,47,,
T,2025-12-15 09:49:34,12.97461770,77.56989282,3.81,817.009,,0.000,,25,47,,
T,2025-12-15 09:49:35,12.97461772,77.56989282,3.84,817.013,,0.000,,25,47,,
T,2025-12-15 09:49:36,12.97461831,77.56989620,3.79,817.601,,0.300,70,25,47,,
T,2025-12-15 09:49:37,12.97462524,77.56989812,3.79,818.514,,0.000,,32,47,,
T,2025-12-15 09:49:38,12.97462797,77.56989683,3.79,819.022,,0.000,,32,47,,
T,2025-12-15 09:49:39,12.97463277,77.56990503,3.79,819.189,,1.000,65,32,47,,
T,2025-12-15 09:49:40,12.97464129,77.56991876,3.79,818.135,,1.700,68,33,47,,
T,2025-12-15 09:49:41,12.97464876,77.56993458,3.79,819.176,,1.960,73,33,47,,
