time,speed
0.0,0.0
9.0,29.933912080098317
13.0,33.69111465823692
14.0,37.69865885518483
15.0,39.726671535823506
17.0,49.60670514726021
19.0,48.57609576159548
20.0,51.54791553634095
23.0,52.773184954827514
25.0,53.82627288139808
26.0,53.91076939939434
28.0,52.97185321598994
29.0,52.2195886711825
31.0,51.639922433682806
32.0,50.36859343540885
34.0,49.8366364275192
35.0,48.83486581280421
37.0,48.830242333408705
38.0,47.441019847614754
39.0,47.77058601333487
41.0,49.257671326600665
43.0,50.165154521234285
44.0,50.057625972225615
46.0,51.26249172894999
47.0,52.60343553111234
49.0,51.42725830947281
51.0,51.106604635133785
52.0,53.61837128334739
53.0,55.34808449913403
55.0,55.011113119397486
56.0,55.5227532188685
58.0,57.38148069804445
60.0,53.85988601651625
62.0,50.32935847395939
64.0,47.16423977929484
66.0,44.973709407924765
68.0,37.585426133851314
73.0,31.3327668750255
85.0,23.40044911083479
104.0,16.281585210013795
116.0,8.933380301619945
120.0,6.782710959387183
134.0,4.506629063961066
137.0,6.608262593883626
140.0,10.01978425229947
142.0,12.956916259599334
145.0,16.660428048747008
147.0,21.467462466983097
149.0,25.120560809317688
151.0,27.129687349083458
153.0,29.80227644963845
154.0,32.02550827681074
156.0,33.87479873680208
158.0,34.950921347303506
160.0,36.38453164952288
161.0,37.43079574162743
163.0,36.818631564341025
165.0,37.280208279961776
167.0,38.197892706435674
169.0,39.457055369328344
170.0,40.94554812586676
171.0,42.436113924693096
173.0,42.83218090445086
175.0,42.70748194957514
177.0,42.792501548155
178.0,42.7175390111066
179.0,42.74049492116969
181.0,43.48670224340167
182.0,45.40367700813332
184.0,45.66040626278884
185.0,45.479733828599095
187.0,45.94178164707421
188.0,45.65755826387022
190.0,43.90040329541132
191.0,43.152941851242375
192.0,42.22852731665835
195.0,40.162888820869505
197.0,38.5627610753709
199.0,39.176539199302724
200.0,38.2815667865137
202.0,38.43568405809736
204.0,39.03470731677404
205.0,39.14754765350159
207.0,36.54437327248322
209.0,35.87911381921235
211.0,35.326334353335426
213.0,34.195171019332804
216.0,33.05988788467944
219.0,32.555089050988215
222.0,31.827227480439326
224.0,28.45855848640146
228.0,23.821169893745285
242.0,18.265881197105145
245.0,15.098888241626568
247.0,12.940023377097688
249.0,13.79162658111115
251.0,16.852527790209795
254.0,21.27873948239956
257.0,24.15209129266504
260.0,26.350050632805782
262.0,28.2825027832979
265.0,30.131752133466243
267.0,32.11969235131187
268.0,33.797461941605626
270.0,35.65089539485039
272.0,36.79915301512921
274.0,38.57894122235431
275.0,39.061917088767565
277.0,39.59036157475727
279.0,38.46766496357756
282.0,36.79139624655819
283.0,37.01894662831175
285.0,35.30894446069381
287.0,32.40421058855998
289.0,30.197041864970863
291.0,28.283718609954967
293.0,23.321861654151775
296.0,20.47217900219841
309.0,16.367816473116452
313.0,15.674213475528001
315.0,16.672214192823585
317.0,18.0508607841992
319.0,21.280478087446898
321.0,27.150264779988227
324.0,30.899113632552154
326.0,33.168596742354794
327.0,35.578895445926875
329.0,36.97063836758012
331.0,38.48811744977928
333.0,39.390812056944675
334.0,39.83289826531901
336.0,42.08366843380697
338.0,44.66888807912702
339.0,46.46629365889487
340.0,48.64425989897222
342.0,50.736474482597906
344.0,52.51467881625465
346.0,52.929250353854925
348.0,54.00520789054904
349.0,55.613754561426745
351.0,56.87783389397811
352.0,56.881436320132956
354.0,57.05995478272929
356.0,57.01383211002476
358.0,56.15688826133173
359.0,56.39752642176249
361.0,56.819139629065944
362.0,58.13017682028722
363.0,59.17613785504405
365.0,59.503698696335164
367.0,59.457125600311045
369.0,57.748906607616526
370.0,55.98888818606417
372.0,53.87028451152321
374.0,51.92954806361214
375.0,49.524046519707426
377.0,47.31215104201099
379.0,44.18770949890562
382.0,40.79870079376461
385.0,35.23965547287664
390.0,27.623800536718022
395.0,21.811237788832656
398.0,18.15668306120578
400.0,15.750300668280408
402.0,15.263095030021137
416.0,14.348827721150148
424.0,13.146514118874208
428.0,11.960686167749676
430.0,11.760458297775841
433.0,13.44716210837628
435.0,18.112838522658773
437.0,21.875537557354686
439.0,25.191540702279156
441.0,27.03501554106806
443.0,28.615359664238063
445.0,30.458337044740944
447.0,32.973544721191914
449.0,35.37753241281506
450.0,37.50477487805902
452.0,38.75789300986479
454.0,39.732174225153166
456.0,40.188735386923724
458.0,40.31335903495227
459.0,40.836117158576975
461.0,41.112709240811434
463.0,41.709235671078794
464.0,42.440012238299275
466.0,43.0343426506378
468.0,43.73759575257475
470.0,44.8303622874585
471.0,45.91792463210273
473.0,46.60724275602077
475.0,46.320970009506325
476.0,46.63904504836579
478.0,46.08655412955837
479.0,45.1868828173619
481.0,44.0830036906622
483.0,44.17843793436272
485.0,43.23445422726271
487.0,42.70906196728473
489.0,42.214702439318465
491.0,42.47066535516018
493.0,42.714714060428044
494.0,42.792296114294835
495.0,42.6137197391335
496.0,42.86116802052119
497.0,43.05041345301267
499.0,42.42739651954123
500.0,42.08375306832987
501.0,41.893457735721455
502.0,41.28265251346319
504.0,40.110811227633214
505.0,39.169169764628336
507.0,38.22925665687327
509.0,37.60150506242492
511.0,37.00374386118967
513.0,37.21725251597444
515.0,37.414504053590534
517.0,37.246077481964704
519.0,37.74595064947424
521.0,40.29767248856522
523.0,41.979538579067246
524.0,44.3444816351344
526.0,46.91638492931581
527.0,49.10110538427392
528.0,49.678052982698496
529.0,50.018565866798134
531.0,50.77903368345698
532.0,51.811813410322635
533.0,52.995187935755
535.0,53.62087831648889
536.0,55.41259472081405
538.0,56.40940259345206
540.0,57.41761089879604
542.0,57.42933101372254
544.0,58.32905632664207
545.0,59.5254891298031
547.0,60.50630929556894
548.0,60.61790436476515
549.0,61.12266803769241
550.0,60.950791785954095
551.0,61.455501048065194
554.0,60.35156010203063
556.0,61.747445435244686
557.0,62.95880254179208
559.0,64.49162290375979
560.0,64.23916999266785
561.0,65.67286392410331
562.0,65.02420019662175
563.0,64.6299606312957
565.0,64.37424014024319
567.0,63.746314201907616
568.0,62.98312723680715
569.0,62.046085470333615
571.0,60.9507835327115
573.0,58.898801650026506
575.0,56.85858623520657
577.0,53.506961703685874
578.0,49.87761631528544
580.0,45.60190911615929
583.0,38.46954753256657
592.0,29.210897637243402
596.0,23.516614538774093
599.0,19.30664650316142
602.0,15.205875316533099
605.0,14.12164344878067
635.0,13.2629414459735
645.0,11.004491881251173
647.0,10.711931491486913
649.0,11.861512849882313
651.0,15.057207045879636
653.0,20.113645888632764
655.0,24.942350589614513
657.0,27.3545859739641
659.0,29.322439948373745
661.0,29.78460958310007
663.0,30.965054369469463
664.0,33.084305434529945
665.0,35.73165390125761
667.0,34.94053540487082
669.0,32.29806080987633
676.0,27.037532765909155
680.0,21.691026136965554
684.0,16.274799535626933
686.0,15.899167982220785
688.0,16.935002291427963
690.0,22.259348941935393
692.0,26.027141997812826
694.0,28.628227392670986
696.0,29.26759221932308
698.0,29.552601470085243
700.0,27.77389074840293
702.0,26.274656402421687
704.0,24.670117565947894
707.0,22.239708882540647
709.0,20.91952145394657
711.0,20.698943414982534
713.0,20.866286682199195
715.0,21.9294682925619
717.0,24.155934164301506
719.0,26.079932240479383
721.0,26.8219047272416
723.0,28.753849176515224
725.0,30.210503026206304
727.0,30.877780188194272
729.0,32.73372892771977
730.0,36.842642483855016
731.0,38.141547951860794
733.0,36.14479984915786
737.0,32.26532771321369
741.0,26.51581516492056
745.0,20.509194020844003
747.0,17.232630855451333
749.0,17.91659562633671
751.0,19.338076749300676
753.0,21.47319500995146
755.0,24.69333814275195
757.0,26.745082047944454
759.0,28.251448375125626
761.0,31.673497873323335
763.0,35.35348718907845
765.0,36.830847482859085
767.0,38.01828193962122
769.0,38.93035903970571
771.0,40.15120617407848
773.0,40.6334212530851
775.0,41.21381474528389
777.0,42.26619514936708
779.0,43.37867517899088
781.0,44.081665399827536
783.0,44.54654394564066
785.0,43.65695489349845
787.0,41.36026021116113
789.0,37.166351424849026
793.0,30.059918015822905
809.0,21.92765221301014
813.0,16.062727960218336
815.0,12.99912840397098
817.0,12.013648759931346
819.0,15.718885293156655
821.0,21.245494689880687
823.0,25.27122307965736
825.0,27.431399435789068
827.0,29.715904893114747
829.0,30.135578655546094
831.0,30.895736037170924
833.0,32.20809939594801
835.0,33.44333772422098
836.0,35.429562991478335
837.0,37.01902399939384
839.0,38.16032874411636
841.0,39.525275479263854
842.0,40.598939757859505
844.0,41.081891630967114
845.0,41.97584178819368
847.0,42.50494441575466
849.0,42.87326680043689
850.0,44.24810245941147
851.0,42.998079861580074
853.0,42.46894613815054
854.0,42.20462599531066
855.0,40.76254891866107
856.0,39.13482835844308
858.0,39.14169243826119
859.0,40.0112749338119
861.0,41.19272387787639
863.0,45.68058071747201
866.0,49.688501337126795
867.0,54.112202765708844
869.0,55.34247865761408
871.0,56.900660841855654
873.0,55.90934183141077
875.0,55.95975723287213
877.0,57.358347332693896
878.0,58.06966640201849
880.0,58.13360670566027
881.0,59.23881805313074
883.0,58.571448251131656
884.0,56.887165041714084
885.0,59.22056375063836
887.0,59.84355557035288
889.0,57.93867986876779
891.0,57.69866181399031
893.0,58.84042321092303
895.0,52.556904095169465
897.0,51.38539580256918
898.0,53.79353516880267
899.0,53.04391219924971
901.0,52.14500003203525
902.0,56.82675230058364
903.0,57.61159849708845
905.0,55.729204586292596
908.0,54.82312540568671
910.0,52.168363268490886
911.0,49.28851438807713
913.0,47.08781018953087
915.0,45.0022667791266
917.0,44.8139767315392
919.0,43.89884479586364
921.0,43.07887783367713
923.0,41.11838838792296
925.0,37.031027165621666
927.0,31.946710554171666
933.0,25.422308343040207
937.0,19.812853985196256
941.0,15.971380860091639
945.0,13.249274523377935
947.0,12.993681386812858
950.0,14.761492049828624
953.0,15.203686266534822
955.0,17.734669230710036
958.0,21.70381740061463
961.0,23.478654992651993
963.0,26.936828742419642
965.0,30.65786521058876
967.0,31.381089110426217
969.0,32.47417430621725
971.0,35.26533728646629
973.0,36.33249593235687
975.0,38.81949346201286
977.0,40.53701477339121
979.0,42.02687190140803
981.0,43.970567109846414
983.0,45.744782545465526
985.0,45.590657280188175
987.0,45.225972379202844
989.0,45.191020768331114
991.0,43.41891535938525
993.0,42.72605362553425
995.0,42.91126276225485
997.0,44.2685687811731
999.0,47.47445861411944
1001.0,50.744190453393585
1003.0,51.91629599273826
1005.0,53.1708566455019
1007.0,54.1973369454499
1009.0,52.886322344161684
1011.0,50.693222589260714
1013.0,50.18476599656942
1015.0,49.18341467606702
1017.0,47.29410674293804
1019.0,44.957350308912716
1021.0,40.560760322044324
1023.0,35.42630163726115
1025.0,30.33464594066597
1028.0,24.798545962939897
1034.0,18.26287250757659
1036.0,17.17287412781762
1039.0,17.148888983556226
1041.0,17.25933283722929
1043.0,19.52312327309872
1045.0,23.290771761653293
1047.0,24.787405116345663
1049.0,26.654038337451055
1051.0,29.309237252283445
1053.0,31.26502972127981
1055.0,32.92614733923437
1057.0,34.934687271258596
1059.0,35.29492268411941
1061.0,36.32328066318105
1063.0,37.96783494222931
1065.0,40.253273802862246
1067.0,42.62887654642468
1069.0,45.833742601432576
1070.0,46.46808342130521
1071.0,46.22561239554342
1073.0,46.29217860259199
1075.0,45.73103784626138
1076.0,44.75967030167327
1077.0,45.934031760725404
1079.0,47.097473244208814
1081.0,46.35037040164519
1083.0,44.903467369296344
1085.0,44.809738832521155
1087.0,46.14290874062082
1089.0,47.8100547087824
1091.0,50.405189337507224
1093.0,54.39830178924099
1094.0,54.87743329189035
1096.0,54.398450225203895
1097.0,53.86859089874931
1099.0,54.33495297516718
1102.0,54.29400524790962
1104.0,59.915375726408726
1105.0,65.96617815410715
1107.0,68.87710614532884
1108.0,69.97855126807698
1109.0,69.1712659637205
1111.0,67.09939935969933
1113.0,62.817061394077506
1114.0,60.73934793815935
1115.0,58.94867355610866
